query_idx,text_hash,true_label,risk_4d,lexical_stop,I_db,I_mem,I_sec,I_dat,neighbor_entropy,mean_distance,class_consensus,conformal_set_size,rag_uncertainty,agent_label_sim,agent_confidence_sim,token_cost_proxy,loop_retry_proxy,plan_entropy,agent_disagreement
329,cc8bbcfeca8e56e22e12b3c47bd0f8255314407fc0a9049ccb8549be8583f023,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.15031,0.4,2,0.645208,play,0.7000000000000001,1200.0,0,0.96023,0.0
330,b0e3d43dbbf1f4b62d7ae36b08a2023c8ba8763148034cd99fc036d9dcc8c40d,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,-0.0,0.8,1,0.267743,play,0.7000000000000001,1200.0,0,0.455486,0.0
331,0af94b83a8a1846ba48dbdee54faad7b7a486396a1632cb09e9bb789a44a00c9,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.0,0.4,2,0.600115,play,0.7000000000000001,1200.0,0,0.96023,0.0
332,7410fc36e22307782ad263d4482fa482dcdd492c06cc6a8809cfc1abc0f41f2c,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.147979,0.4,2,0.644509,play,0.7000000000000001,1200.0,0,0.96023,0.0
333,f4e9af069887e87cabe68ed5c846f4b290dc4abf973a0398c14a51c59a31232d,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.04989,0.8,1,0.28271,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
334,fd7f1b71ec451476de077c216cf12cc3906c393bea5c6f159797a8479d46c224,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,-0.0,0.8,1,0.267743,play,0.7000000000000001,1200.0,0,0.455486,0.0
335,a79af94d5179033d51bf581bbc88ef662f01725772de814fa6caa3ccf671410a,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.087113,0.6,1,0.538621,play,0.7000000000000001,1200.0,0,0.864974,0.0
336,061f3d6baee8793080f4d6ad0ec5725aa96040d55c6a41a4cdb7df7393cf81f0,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.085658,0.4,2,0.625812,pausa,0.7000000000000001,1200.0,0,0.96023,0.0
337,c9f9feb7b083cc783de11431e9fa9573f5f4c3fa3d7bbc57c43d97ec6076ce28,play,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.239371,0.6,2,0.458112,pausa,0.7000000000000001,1200.0,0,0.612602,0.0
338,9971be97f813f946f495f1b875f7d37aad21f0426fca9a7ce3a632368a8bf7f8,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.078477,0.6,2,0.409844,pausa,0.7000000000000001,1200.0,0,0.612602,0.0
339,b6789c47adcf8379b35b5def06dd6e0a34d44832bdcab92ed9dc320b149595ea,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.178934,0.8,1,0.321423,play,0.7000000000000001,1200.0,0,0.455486,0.0
340,f8a0df5a23a81b5944356bdad3036bbe7a6ab71a2d7c1157064ad579d52fa5ea,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.108493,0.6,1,0.545035,play,0.7000000000000001,1200.0,0,0.864974,0.0
341,10f8503b15739f8cc0bccf2a07309ae39e0a638529a8f1e9a0d4a1cb514e0acd,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,-0.0,0.4,2,0.600115,play,0.7000000000000001,1200.0,0,0.96023,0.0
342,908e3c5d20c7fdd32dc5ba2e82f8cac0ac155fe4b24b0ad97ccb50079d8ccff1,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.124546,0.6,2,0.423665,stop,0.7000000000000001,1200.0,0,0.612602,0.0
343,2b6a846e2035520cbad56c0a1b2b6bf942d8e70f2a86bf407daf10d984b0325f,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.203048,0.8,1,0.328657,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
344,6300e20c9c850507c80dbe1c1fe0b85440757b24acd9bc3cb69ed24a4d2bd635,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.181152,0.4,2,0.65446,pausa,0.7000000000000001,1200.0,0,0.96023,0.0
345,549c27565c573a15b3272524dc22405339820f8b8217970688d4052c72f70220,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.04067,0.4,2,0.612316,pausa,0.7000000000000001,1200.0,0,0.96023,0.0
346,eb7bf3eaeae74c54be27d17c983d16e1a8dc08f1ec0aec38cd83d977ce785123,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.0,0.8,1,0.267743,play,0.7000000000000001,1200.0,0,0.455486,0.0
347,fe052d49fa5ccefa1b56eec1f38cd3d114e40f466592a2d28d9f6e8ec9a0d8a2,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.069264,0.6,1,0.533266,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
348,e761c6771bf55d7a9a20659014b15c806570e54db57854111f617fe894ca9ab6,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.027551,0.6,2,0.394566,play,0.7000000000000001,1200.0,0,0.612602,0.0
349,ab4c194ca0bfd6f443d23dddaa9dbe7131f9ead6a3b6b89a98875f5acc888559,play,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.0,0.4,2,0.600115,play,0.7000000000000001,1200.0,0,0.96023,0.0
350,10ad12bdc090182f2c099d45a0aaeb2731841a3255dbe9ef23c09db48e771519,pausa,0.06,False,0.0,0.0,0.0,0.0,0.612602,0.123431,0.6,2,0.42333,pausa,0.7000000000000001,1200.0,0,0.612602,0.0
351,030adbbe65b696a90525be5c704aac3f493f8af1f977f8c449c6cc8529560af2,pausa,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.025422,1.0,1,0.007627,play,0.7000000000000001,1200.0,0,-0.0,0.0
352,4a2ce2b9061c63d2bb8299c4def6ebfcf6ce15cfbf496adbf56ad41aaac48e19,pausa,0.12,False,0.0,0.0,0.4,0.0,0.612602,0.055053,0.6,2,0.402817,pausa,0.7000000000000001,1200.0,0,0.612602,0.0
353,a13f4ba1ec42acdfca23adf011ff3a2782305b15aead36523788570bbc275673,pausa,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,1,0.0,stop,0.7000000000000001,1200.0,0,-0.0,0.0
354,f9d4aa118afb909f1be425bfa99d2f4bfad2661a441f3fa35369bcfeb8118238,pausa,0.15,True,0.5,0.0,0.0,0.0,0.612602,0.08731,0.6,2,0.412494,play,0.7000000000000001,1200.0,0,0.612602,0.0
355,8457c17c5e8b533c487144b75649f8238bfe7bfbf707fe4e5333368467d69ea0,stop,0.335667,True,0.6,0.0,0.08,0.06,0.455486,0.139077,0.8,1,0.309466,stop,0.7000000000000001,1200.0,0,0.455486,0.0
356,a627ce6e661f7ce8fcb813ac56e3eb6514a2d151c85a2e60bb8150afc4426438,pausa,0.06,False,0.0,0.0,0.0,0.0,0.864974,0.091056,0.6,1,0.539804,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
357,3b7f8bf0cf46806d15878f89f6eaadabc9920d16537d552e2f0abdded2a26403,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.117155,0.8,1,0.302889,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
358,4cfd649b12bb64c4d3ddc97d1e3f0db5412b6967eba1efef23d0342c222a9cce,stop,0.0,False,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1,-0.0,stop,0.7000000000000001,1200.0,0,-0.0,0.0
359,bada0dc043c6a774f4c4f1e47a73f305fd92c06f298bb827b0e3b830632771f2,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.158655,0.4,2,0.647711,stop,0.7000000000000001,1200.0,0,0.96023,0.0
360,142639bdde37002b74c8df3c590a748b09886620e21012726494b2e36077608f,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.136137,0.6,2,0.427142,pausa,0.7000000000000001,1200.0,0,0.612602,0.0
361,6bb18e6862dad03cecc045c43c4e87aad63079d12dc8a8943b2b11420bdf3c56,pausa,0.335667,True,0.6,0.0,0.08,0.06,0.455486,0.24257,0.8,1,0.340514,stop,0.7000000000000001,1200.0,0,0.455486,0.0
362,18f6fb9e74dff73d9091fd311a29c996264b3a1d36974dcd2a430e5e64a06c2a,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.0,0.4,2,0.600115,stop,0.7000000000000001,1200.0,0,0.96023,0.0
363,f4a8e10db4bb364877cd51d7b8be0b0cffff6272ce725a87e1d5cf756eef2961,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.092053,0.8,1,0.295359,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
364,ac11da801e7ecc58d09b7991ed7e93800b11b821a9bad63ba306e66f32eb2228,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,1.0,0.4,2,0.900115,play,0.7000000000000001,1200.0,0,0.96023,0.0
365,c2e824af64c6c136b5aba35cd0445a072f75f65769b7d69a23cd36c7f5ed4e3a,stop,0.0,False,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1,-0.0,stop,0.7000000000000001,1200.0,0,-0.0,0.0
366,09a06099f012ed176d05845466a203ff7a1dbbddc4c9b3f4d0dbb570a2965349,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.230756,0.6,1,0.581714,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
367,6ff05a310a6d6b24743dcfa5df02131ca7284f83cc2404e8ba7c7b4153753779,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.0,0.6,1,0.512487,stop,0.7000000000000001,1200.0,0,0.864974,0.0
368,a81a67d208ecd1c9e09536dc2ac8642fa2b2535cad422758f3f8e3770726afb9,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.0,0.6,1,0.512487,play,0.7000000000000001,1200.0,0,0.864974,0.0
369,4915e85c49ce8712f5648190c40646000567f9419bb581b15dc26ab03e652d57,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.152033,0.8,1,0.313353,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
370,a064810a11ecf832b0a38b0fc890d4efbb457cb575ed04c7865b24d9c870ff0f,pausa,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.122583,1.0,1,0.036775,pausa,0.7000000000000001,1200.0,0,-0.0,0.0
371,127fdcccfa1e38bd844ca45d6dc75ebb6851d5fbe05b064374a0441ab3568bd2,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.127908,0.4,2,0.638487,pausa,0.7000000000000001,1200.0,0,0.96023,0.0
372,a66dd3b911179b482d8976b47a97ed71438e3b062a54f4bc0f258e784496aff3,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.0,0.6,2,0.386301,play,0.7000000000000001,1200.0,0,0.612602,0.0
373,609d6407df275cd93005d127a2627ecb88a62f9e7f7472552754dd40b8430d77,play,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.125368,1.0,1,0.03761,play,0.7000000000000001,1200.0,0,-0.0,0.0
374,9c7bd7d588b8ee32987bda4f097cd205bc03ccc0f8f8ed18e2f73c4a23868c57,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.06013,0.6,1,0.530526,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
375,f763cc899909632f1aaed4afeb5a9adb90969732a1ab952aaf46e8b0be38a4d4,pausa,0.06,False,0.0,0.0,0.0,0.0,0.455486,0.054534,0.8,1,0.284103,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
376,ef2fa44f9a72cca63bd36129cb38a4af248dabecb30b84e4ec484087c8d65344,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.098338,0.8,1,0.297244,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
377,f6aa781710715c5965877e926671ea9aec3a3bb3a6b8ab3d57424472f81bb37d,pausa,0.335667,True,0.6,0.0,0.08,0.06,-0.0,0.054452,1.0,1,0.016335,stop,0.7000000000000001,1200.0,0,-0.0,0.0
378,7379519e44871e579712c7da6f6115a1ebb62545b6c12ec4f44ccc51626b0af3,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.068067,0.6,1,0.532907,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
379,32e2ea892070d812d290162e0566d153dff3c1d842abe5e7a2c506d1ae03472f,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,-0.0,0.8,1,0.267743,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
380,fe0a7feefe2198d4e5c02651536e6848beab8f4359bb528e134c58023aca77a8,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.087227,0.6,2,0.412469,play,0.7000000000000001,1200.0,0,0.612602,0.0
381,a0bb2db0dc3aa77e8d0912dd285c74695aebd17e57321d4abe273dcb039c8105,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.30691,0.8,1,0.359816,play,0.7000000000000001,1200.0,0,0.455486,0.0
382,17dd0fc9ccbd6971138ccd0403c1fc1222aee1faa8da99765ac345c18769ed4c,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.13748,0.6,1,0.553731,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
383,1fb08f21f595dfc27baf57eff8eaed1794ee2c832f4d70bd33f36ac13fe2982e,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,1.0,0.4,2,0.900115,play,0.7000000000000001,1200.0,0,0.96023,0.0
384,b057a491638bfa53039cb448901d376d0fe9a5c20f42969bae05345bd0b2ce57,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.206807,0.4,2,0.662157,stop,0.7000000000000001,1200.0,0,0.96023,0.0
385,430367494f2aa265face86db19775a6601870a9d7f25a769e718ed8e5b92768b,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.093673,0.6,1,0.540589,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
386,9e3a429a3947cd76dd4182c2ad5f0a3c5960b297cbf4609168e0439d079e8e70,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,0.137007,0.4,2,0.641217,play,0.7000000000000001,1200.0,0,0.96023,0.0
387,ad226cfa9f56b8607eceeef2ffb78a5162d5ca2a8cc3ac6d96a2f4ab5ab5c7d7,stop,0.335667,True,0.6,0.0,0.08,0.06,-0.0,0.105461,1.0,1,0.031638,stop,0.7000000000000001,1200.0,0,-0.0,0.0
388,07d2657af9d50a0faef11ca987b29db44c13b0352ac12dd4b149ca649862c1f8,pausa,0.0,False,0.0,0.0,0.0,0.0,0.96023,1.0,0.4,2,0.900115,play,0.7000000000000001,1200.0,0,0.96023,0.0
389,f65722bc3f67670f4162c1130226e2fd66d0484ac988bff4212fd8b17d7fb6a5,pausa,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.035094,1.0,1,0.010528,pausa,0.7000000000000001,1200.0,0,-0.0,0.0
390,7779c8b9854766029e0490d846487ff2bf204d8015f67966f8995b249c030999,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.064992,0.6,1,0.531984,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
391,dc0e31e3408c4fc6d42d97ae0b2db33a63b5dfce584be718d6e6d3045383fd21,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.167249,0.6,2,0.436475,play,0.7000000000000001,1200.0,0,0.612602,0.0
392,ab50225667da344efa91077b60154d93f754ee4d80eebda11a1b673d10c871b7,stop,0.335667,True,0.6,0.0,0.08,0.06,-0.0,0.0,1.0,1,0.0,stop,0.7000000000000001,1200.0,0,-0.0,0.0
393,37d1d017e48e6e97d120b7d0ecd79caeff02111d9f5d236c0a80c9a2ca374c64,play,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.13729,0.6,2,0.427488,play,0.7000000000000001,1200.0,0,0.612602,0.0
394,02528b69308c856a27976ae4247701a355d2722d10fd2e159869356dc5d958b5,pausa,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.123605,1.0,1,0.037081,play,0.7000000000000001,1200.0,0,-0.0,0.0
395,d0d0476625b205100e5b3bcda5c2032dfc85a80bceea8dff3e5bd065e6a0a81a,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.20228,0.6,2,0.446985,pausa,0.7000000000000001,1200.0,0,0.612602,0.0
396,ca3dc08dc41c6c90877c73ec5a34eb4154d654e3334fe2a0a84862dee37142d8,pausa,0.0,False,0.0,0.0,0.0,0.0,0.612602,0.23375,0.6,2,0.456426,pausa,0.7000000000000001,1200.0,0,0.612602,0.0
397,03d5c68a78e51945763aa0e1f12b0421dac08a15fd39c37f9fbc52785a6436e4,pausa,0.12,False,0.0,0.0,0.0,0.0,0.864974,0.189432,0.6,1,0.569316,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
398,e4ab9680e6ba1db96eea58a727f68b4781115d8598ebd80af4ebff84bc65d0fa,pausa,0.0,False,0.0,0.0,0.0,0.0,0.864974,0.23896,0.6,1,0.584175,pausa,0.7000000000000001,1200.0,0,0.864974,0.0
399,22a8a59b64a1eb5fec172c3c74114bdb6fc31f0c8bd67bf0a01a84fb81d8ebe5,pausa,0.0,False,0.0,0.0,0.0,0.0,0.455486,0.072999,0.8,1,0.289643,pausa,0.7000000000000001,1200.0,0,0.455486,0.0
