variante,alcance_n,F1-macro (Macro-averaged F1),F1-play,F1-pausa,F1-stop (F1-critical),ECE (Expected Calibration Error),EC (Expected Cost / ex-CEPA),FNR-stop (False Negative Rate stop),MCC-macro (Matthews Correlation),Balanced accuracy,tokens_total,latencia_media_ms,latencia_p95_ms,end_indice_auxiliar,confusion_matrix_json,Precision-play,Recall-play,Precision-pausa,Recall-pausa,F1-stop,Precision-stop,Recall-stop,hitl_intervenciones_pausa,hitl_intervenciones_stop,hitl_overrides_extra,hitl_tiempo_total_min,hitl_costo_programador_usd,cm_play_to_play,cm_play_to_pausa,cm_play_to_stop,cm_pausa_to_play,cm_pausa_to_pausa,cm_pausa_to_stop,cm_stop_to_play,cm_stop_to_pausa,cm_stop_to_stop,n_piloto,fuentes,nota_metodologica
Var1_solo_crewai_piloto,40,0.119369,0.108108,0.0,0.25,0.675,0.0725,0.666667,0.133042,0.444444,0,0.0,0.0,0.1113,"{""play_to_play"": 2, ""play_to_pausa"": 0, ""play_to_stop"": 0, ""pausa_to_play"": 31, ""pausa_to_pausa"": 0, ""pausa_to_stop"": 4, ""stop_to_play"": 2, ""stop_to_pausa"": 0, ""stop_to_stop"": 1}",0.057143,1.0,0.0,0.0,0.25,0.2,0.333333,0.0,5.0,0.0,100.0,75.0,2,0,0,31,0,4,2,0,1,40,"{""crewai_cache"": 40}",Sub-análisis n=40; no sustituye evaluación protocolo n=400 con abstención Chow 1970
