query_idx,query_hash,true_label,neighbor_entropy,neighbor_mean_distance,neighbor_mean_similarity,neighbor_n_play,neighbor_n_pausa,neighbor_n_stop,neighbor_majority_label,retrieval_backend
130,c1eb414f80c0371279b4da313a77cfd1eb400f9c7ca30d0a7db8ae1d49abea6b,pausa,1.3709505944546687,0.35342398122795304,0.646576018772047,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
131,3803e33027fbae562673bc69c1d54199a15d569afc0fd78f2259551329eb5c89,pausa,1.5219280948873621,0.07108839720379242,0.9289116027962075,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
132,4078eabccb8d2b09ebd92730aea2de548c5f29369d981360a5e9e0cae3e916e2,pausa,0.7219280948873623,0.025859321829757698,0.9741406781702423,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
133,78be80d67f15765d18ea2070d4d24cf6c169bf7b9600962c9a3cb1f091e7d35e,pausa,0.9709505944546686,0.08571257456476519,0.9142874254352348,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
134,c4f8002b58a4a62b85a51cf813f762efaa240aa9d4acb476766804b29205909c,pausa,1.3709505944546687,0.1943172447279847,0.8056827552720153,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
135,cf9f33f2901653672cdbdfd1d324332108a56ed4ed394f5b33ec9a113cd39e4a,pausa,1.5219280948873621,0.16067357608520824,0.8393264239147917,1,2,2,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
136,fc86a1b64068397448a81139f4b4954a724a2628531168932b4437f3a94dcc0b,pausa,1.3709505944546687,0.22117077987538347,0.7788292201246165,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
137,f09b4758af99925fba656e45185d3716cacb6742a4796107612836fda0332a0b,pausa,0.7219280948873623,0.27774189464374316,0.7222581053562568,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
138,94e53428e5da95696b0e513e88383c0bb528416a1674c2e5982d249a6373b148,pausa,1.5219280948873621,0.17855553886872025,0.8214444611312798,2,1,2,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
139,8befe2ebeaa8ef6ea89e140bc97bd3740f239fa4938ffb0e8cd57c0df204d639,pausa,1.3709505944546687,0.19565113135688256,0.8043488686431175,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
140,d661ea2c83d44d137f448421cb0a7e8403a7b0fc714f8f9c115b897b57123bf6,pausa,0.9709505944546686,0.07770931323883887,0.9222906867611613,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
141,e0eb90c6938cc0213974812ab91a55871687ede0d62630da977e35a024ff4a84,pausa,0.9709505944546686,0.1282599614519413,0.8717400385480587,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
142,4b3e5959f588e29dc6a49bdae1d2462b1a257db837e835ce9a3854f076b509b2,pausa,0.7219280948873623,0.1339081013178764,0.8660918986821237,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
143,83dfc7b796f35e9f5c58c7fab8d126b656aea18eec6cb5a49e1fd42f70c8cd7b,pausa,1.3709505944546687,0.04303437666279353,0.9569656233372065,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
144,4d61f383ee670a1b548759395ebde435c851d4683f2cb9451f23d96b758b7d47,pausa,-0.0,0.3082263356537034,0.6917736643462966,0,5,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
145,c55f661ede9428b6aaf28e214362c7f181576a4bed26057fdafa9ac058c116fa,pausa,1.3709505944546687,0.07801392981839564,0.9219860701816044,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
146,790d2fc54f352590b0233038db0cd18ed4376b415ee12e2d0e88be477abd4ce6,pausa,0.9709505944546686,0.3522773699860993,0.6477226300139007,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
147,0d5d9daaaa2c9e6fe697fef7990fac2bd22c073f2df820b348380589550df033,pausa,0.7219280948873623,0.04637675979911908,0.9536232402008811,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
148,3c4e8450147df5f1fddc0d5af0b04e38e041f0517f851e759da177f6d48276c3,pausa,0.9709505944546686,0.08256783075783584,0.9174321692421643,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
149,c75e4e29b1ac053fce58bb8d8c06a0ec422b4387901cae92f6abf642792ae228,pausa,0.7219280948873623,0.17731926478914117,0.8226807352108588,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
150,bf23019e3f0f0389498472c1b560d71c732de4bd034b54affa61745490c59540,play,1.5219280948873621,0.07485267405317993,0.92514732594682,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
151,20768a24094fea993dca6801e66f07294023eeb30a7a5829f69be5177c1c2930,pausa,0.9709505944546686,0.0929224852069106,0.9070775147930894,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
152,43bc9e7111b85663bb7d0d52dfbff497b1d2cb67366e39974980406a8689fade,pausa,0.7219280948873623,0.08605423902382103,0.913945760976179,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
153,078a25e5184a253f3c12eb35f0bfd6686483cf48bc0d52bfa52cf76c0e8ebfa2,pausa,0.9709505944546686,0.00736371265254272,0.9926362873474573,2,0,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
154,a8864f87f512dc4256f20efd6ce9f91dbf083ec3032c8a5f0e5da33b60b7dd81,play,0.9709505944546686,0.2546968528600911,0.745303147139909,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
155,df91360fe4199fab490893652b27d79889b1059840985512014877f0047cad60,pausa,-0.0,0.13044235743490018,0.8695576425650998,0,5,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
156,a1ba00ed858e4d9f8e8ba2bee484bd065794c38a694ff99e9e5ac42ba1bb89ba,pausa,1.3709505944546687,0.13228936512828432,0.8677106348717156,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
157,bff1b2cb06bd9a5d2a2aaccb0a8d80f286ead842c0fc8a600d9a2c1fb4515509,pausa,0.7219280948873623,0.13880598006365993,0.8611940199363401,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
158,c7c6867d1bd1295fbec5aed1325ca155487dd865f9b9c109892be8d38d3e901a,pausa,0.9709505944546686,0.12129040131339278,0.8787095986866073,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
159,2fa31ca7fb4abb0c94a521eace7a87775d46c4d008ea453b1ae2a3cad6facef6,stop,-0.0,0.0061718971610476014,0.9938281028389524,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
160,8964f187b2713616966c1f37532dadf07389ab5e07de6e1567afa554b5e96cec,stop,1.3709505944546687,0.03340730999935879,0.9665926900006412,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
161,af5351f6169d7313470537750bb49c9a571dfaf8d92f59dab5d02057bca389d6,pausa,1.5219280948873621,0.031090347317659695,0.9689096526823404,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
162,8e2aac88c2bf2c9268af13319e6532998c9610b08cc5d2b911d1a34c10d73ad6,pausa,0.9709505944546686,0.061521926839312124,0.9384780731606879,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
163,5c7f8840cd640516902647cd74d35380e2d139f6447c5ca84c2d331f4d74c0b2,pausa,1.5219280948873621,0.25160323802376877,0.7483967619762313,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
164,f2db3eb5077966ab9c32185a3cfe901da90f3c93c668731033ad1d9cce5aaab7,pausa,-0.0,0.14398943403727593,0.856010565962724,0,5,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
165,eaac27faa5dc9a64612c86569ed7fa7bf1d9e9cba474fafe39cd88d93c36bbbc,pausa,1.5219280948873621,0.2474054716707431,0.7525945283292569,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
166,2189040f771a50d85e4b8b8185ef5211a64d452db8ae66dab59f3cb42156c5c5,stop,1.5219280948873621,0.0,1.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
167,312bfbfe1acc6b2c3ff39cb55adc03a69090d76adf0e1599d7327f44df15588c,pausa,1.3709505944546687,0.16610402015287112,0.8338959798471288,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
168,f780bd02a2874ac5384ed1137dae5f528c6877fd5672e83c3340277d4fcd442b,pausa,0.9709505944546686,0.0,1.0,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
169,e98a772a1e0df357911c12d41b3d9e6f19e6369219ba67d44ad0e274ae082358,pausa,0.9709505944546686,0.09930219139287096,0.9006978086071289,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
170,fb68b66c15d7eb6e34cd4a8175ca357dc738990ee62ac7f77c848d5ee8d07f1e,pausa,-0.0,0.1545818357069504,0.8454181642930496,5,0,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
171,95100536e9cc3399a2f22fa1a1c5e18a69ba139f870fbe3de7ced1f01ec718fd,pausa,0.9709505944546686,0.0580730987236413,0.9419269012763587,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
172,11ef8f3300ff8768163a9d38f8f02d9317296c0e79564da834a6a55926d9a857,pausa,0.9709505944546686,0.08838964271694735,0.9116103572830527,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
173,6f077b5176e8dabc622a4c6a7d24588b8f89556d70b4a046c95f65052dd20815,pausa,0.7219280948873623,0.040796880517167414,0.9592031194828327,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
174,0882e3d4dc3a214640501eec7159a8cc5b55c48aac4f11d80aa0900707daacd8,pausa,1.5219280948873621,0.11419860012876937,0.8858013998712305,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
175,1af8cedd0b4c7e282755e2bda9702387c802c40a9e709361817bcbed1fb88e30,pausa,1.3709505944546687,0.0958091326915601,0.90419086730844,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
176,ab1d026695d075009da5d80f893df53ed1350b3357157da5bbd9767a5d9c1f70,pausa,0.9709505944546686,0.04325534923087471,0.9567446507691253,0,3,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
177,24be95bbad0c65ef58a4fee89696cc629e0feb1302cda210938ed94ba1ea2c62,pausa,0.9709505944546686,0.2161468501617271,0.7838531498382729,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
178,79fe8fed852b1c27af8e0efc3e5f8938e81780684d07669a917193f252688733,pausa,-0.0,0.0315495935612119,0.968450406438788,5,0,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
179,30f2f38e693f571970ca7eec8c85d902ddffd655cf98d57673f3173a0ab1c604,play,0.9709505944546686,0.06596172129637759,0.9340382787036224,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
180,054a02c0458463c056eae1a13c6afed93ebdf275acd2f9341b33b4cb1678637a,pausa,0.7219280948873623,1.1102230246251565e-16,0.9999999999999998,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
181,7ea7e774e68d31b9aa24f5ef3f538bf4ef72dd01a5612662df55605bd50e0fb4,pausa,0.9709505944546686,0.07370143836340734,0.9262985616365926,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
182,7d2457318732ecac6a1e3bfce38f1ab2d11d495f381176874a73ee2a3390aa1d,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
183,41fe57eedde9120aa6a906e899c6e7aef9c55cbfda7000aaa48b0f041c629323,pausa,1.3709505944546687,0.26196249733161553,0.7380375026683845,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
184,76849d9c9767d1941f66a158f8f92e0d4a0db8ddbfc077a340ebfa6f813b7285,pausa,0.9709505944546686,0.08920784582605909,0.910792154173941,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
185,9968a6914f1ac3f7bd3bd86a3e22037806fa24e771224d0c68a2a68a4485e333,pausa,0.7219280948873623,0.07630775263752446,0.9236922473624756,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
186,9b7531747f2c67fbcc42c2558a2ebb37d25caa210b32e831b4f76e9f479619bc,pausa,0.7219280948873623,0.19189799688129247,0.8081020031187076,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
187,8700e20ad910014504582e0b3b5a6849d0168a2460723b274b962ea9da84eb51,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
188,a688f5425c26a6fb4e7ba1a5e2c7883626070f0ffb2467f46386957a3221ac6e,pausa,0.9709505944546686,0.07947205634527099,0.920527943654729,2,0,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
189,2eed7068a10aad6f74b05cf3756cfaf4e15176358853d177acdcf40b1094af08,pausa,-0.0,1.1102230246251565e-16,0.9999999999999998,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
190,9012cc4085bbe5c5cb4e7dd5688878dc303be06e233dfaece8235b7af022b90b,pausa,1.3709505944546687,0.030474359056927146,0.9695256409430728,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
191,ebca99b4e45a0ec70fb730bacafcd10031e6517b9b89ff021bb4b7a9cb19766a,pausa,1.3709505944546687,0.29449806515862137,0.7055019348413787,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
192,76d0e4b44fbd50287c58f93991cf22c8bf75ffacc641c4917e488eb6ac6dfabd,stop,-0.0,0.08262383367288817,0.9173761663271118,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
193,fb3a020fc6d534aabdeee9bef42129e9355eeee66f2ab3a180749cc58701807b,pausa,0.9709505944546686,0.35917328142780636,0.6408267185721936,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
194,b601d8fb65cb053920c3e134f3de149011a59f15a966f639435603c8343f378e,pausa,0.7219280948873623,0.0792010211214369,0.9207989788785632,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
195,c6a735cb809dcd4a6462dada289ed44ea04fd984e9df1c81e2bd5e812ea66e7b,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
196,abb1771a66f85cc3ff7e68deef6abf96b0f6427f5e1569aee4893103af8c3982,pausa,1.5219280948873621,0.1566245904152283,0.8433754095847718,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
197,b2c5114ea9bc86274267f1a83162701b9b40041ec12d1de78a6102ffee1e4385,pausa,1.5219280948873621,0.12848558812689886,0.8715144118731011,2,1,2,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
198,178909a6e146ce938cc961b05c4f3c086d0bcb06a4f623f50055a63612e033ed,pausa,1.5219280948873621,0.2834661393087467,0.7165338606912532,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
199,1492a1c6d9ebbb5a8bb95fbddcf09058742d99b815fb45a029b53f94e71da7f1,pausa,1.3709505944546687,0.04513551402956861,0.9548644859704314,1,1,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
200,34bf9c326c08790688d89b36b496c52e9339e2bf82e06f94bca42edb9f37ae6c,pausa,0.9709505944546686,0.08264251439742729,0.9173574856025727,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
201,163672df4d2fa4877375bdc995c1ba48cd548386d7f1f5b5b548e9f9b8a12adf,pausa,0.9709505944546686,0.03204463859601869,0.9679553614039813,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
202,5c5048ab5587f8768830e1eca315febbbd176879c918bbcddbf0eba721f2bf69,pausa,1.3709505944546687,0.03595236252341456,0.9640476374765854,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
203,3c6b31bdf010c00c54723e08aa5f6e5ed6a8c30f471c0f7e0354cd8794335344,pausa,0.9709505944546686,0.0,1.0,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
204,b5ecac7b34a1a1075fe4874535254b206ad5512c7e279ba108a436d6634830d7,pausa,1.3709505944546687,0.14111984526679383,0.8588801547332062,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
205,7e59aec32a35cb63d6c4c6ac35fdf87a7b19315c9f0b3b56afa8f55ede8d6e3f,pausa,1.5219280948873621,0.11234039662172077,0.8876596033782791,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
206,5038fd3290cc7bbec4ac4640a70d2200097d887006ce6f7b0dd9c9fa8f325a33,pausa,1.5219280948873621,0.13965647651891105,0.860343523481089,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
207,a36c562436028006f3f931abe4f20ab448cee1f5412d8b352f01041869382ba3,play,0.7219280948873623,0.0631279312116018,0.936872068788398,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
208,69860f3fb6b44a1afff5e38d13fc7f909ab7ddb029e22c2d94690eeba903f45e,pausa,0.7219280948873623,0.19919585393257866,0.8008041460674213,4,0,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
209,317cebcc884449e17b6cbb2b7a92a38d1a6f8e9a7eb88f41c5ed6563e623e066,pausa,0.9709505944546686,0.0973239651614414,0.9026760348385585,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
210,62598dd1638dae3538b77df625d966210f0576f2e5ed200a1086a93e80826c84,pausa,1.3709505944546687,0.2054453487617399,0.7945546512382601,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
211,fbf5a9d86b0435c0c2720a64c4a39c6ffe665671daab502e1ff5e0ce25531a82,pausa,0.9709505944546686,0.0,1.0,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
212,9d02dca510ffeb3d4449b4a25a6edc34677af32d2afa161a177b8343fb47b3a9,pausa,0.7219280948873623,0.01541273277602373,0.9845872672239763,0,4,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
213,1adf80ca43d917e520f8a1fb9b09fa256608e2731ac706a91707ca17183eb29e,pausa,0.9709505944546686,0.10208884735194852,0.8979111526480515,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
214,32ea74afd7376a08a8d3c28bdcff46d75bc65f13678357a44dfa7da0e4f53d52,pausa,0.9709505944546686,0.0747472193171177,0.9252527806828823,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
215,aa24c2d21c50879261603984bad34075069af1bddd56d6a3c972090b21aa0cad,pausa,0.9709505944546686,0.08616502694847683,0.9138349730515232,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
216,c0909f841bfaad4ea32046ac1724f8e55e7d0ec64fd45ff3adcf2c768587e235,pausa,0.9709505944546686,0.0,1.0,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
217,a5c879ec847c506f32b1ff41f9c96912c4a103eecbac90ebfe037d699f39ae85,pausa,0.7219280948873623,0.18083371238251128,0.8191662876174888,4,1,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
218,db94c8cb0da8432d50068e2907d000ebcc7e85c68138f9fd33e005b85f9585e4,stop,0.7219280948873623,0.12548262731674922,0.8745173726832508,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
219,3c23a88240788a6cab4951b597076c7fdd83ceaa56001b9d942ad031cd6c4a5f,pausa,1.5219280948873621,0.26101557288296723,0.7389844271170329,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
220,2749d02a325d97d7e43895648a5e3d79988c2dfa9d9efaca457a2786b8a5961f,pausa,1.3709505944546687,0.22807647805521186,0.7719235219447881,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
221,9eba628a492d271f995c3d31403c70e0b298999f263351de038291a6d5b1eec9,pausa,0.7219280948873623,0.14018463637176043,0.8598153636282395,0,1,4,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
222,3b7d81340ef1129a03dbc67ac3c1154316c76f42a4db80dc178d62bec445c4e2,pausa,0.9709505944546686,0.24189008229591194,0.7581099177040882,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
223,709f485136a3c2d639a52a4eb7edd89ee9906fffd5125d1d9a7d5a8015a2b268,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
224,5dbdd2c0f3388cc9f26c75b54f5681bb4af1e75a29a18496690cf55676fc9525,pausa,0.9709505944546686,0.16540169442469013,0.8345983055753099,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
225,f36788ba330b5f5c4348ec156410d33a95bd7c1134fbbb8bcdc83565bca70872,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
226,0a0b6f265ce5869906b5f59658f63bcea9b192f8a1793acedb58ab9687f20550,pausa,1.3709505944546687,0.056496282643689444,0.9435037173563107,3,1,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
227,26939377f44c2fb2a579c2cc5dfbcaa5ce7a8345bbe62ee1e2a4dfc788557f78,stop,0.9709505944546686,0.30978685263854955,0.6902131473614505,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
228,47348fccc8c9f3a3bdc291169e76b60a897a5738755b31d0f5baeb00718582aa,play,0.7219280948873623,0.07058362531115307,0.9294163746888469,1,4,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
229,3bc12ea5911c6a743716737c8a0abf288318cec5f6b29e5abcea106c118e6706,pausa,0.9709505944546686,0.062420727366014804,0.9375792726339853,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
230,6be69a87b0c5f9cecd390be5b62a0cec4b40021c0ae2ab58a07977d9a5017d48,pausa,1.5219280948873621,0.11704114347507844,0.8829588565249216,2,1,2,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
231,7e11540737728acbea5b84a73f16a4c66c4efe23741eac10298d0a84cfb4a496,pausa,0.9709505944546686,0.04882989287133595,0.9511701071286641,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
232,4bede0fd5174db17d4c031c2bd0bbc7f7356ae49f102bb5735ddde7c7764bb3a,pausa,0.9709505944546686,0.02150106000438563,0.9784989399956144,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
233,89cff7709759a822034aacfd8ade8ac793e08839a7950333dde1677ec467b74d,pausa,0.9709505944546686,0.25032379773927343,0.7496762022607266,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
234,fa36705054f35377b5d814b60f42efb1fe5afeb6e8545b54a9af290b5ff077b9,pausa,0.9709505944546686,0.07038319956832591,0.929616800431674,0,3,2,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
235,5cee507710ed7385b23c794f5724e7c1e465cee5da5d65a2b6c26bf89ccafc94,pausa,1.3709505944546687,0.28056603481494335,0.7194339651850566,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
236,661428a0e32b9c3b03394b2e5aa0a8578ff858a3d8b762883455a037c736e59a,pausa,1.3709505944546687,0.0,1.0,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
237,45e714a6a93822e75a4a2c6319e0b9c04c64a3f74b7813a0cdc380f6cdecbecf,pausa,1.3709505944546687,0.052809369560363084,0.947190630439637,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
238,4ead21be24c0811e2bb544f80a0366f6af26e4e5c4e5054bc27f32900886a18d,stop,0.9709505944546686,0.04528115831131594,0.954718841688684,2,3,0,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
239,0c35e6155a94c3d5bf9e62638a946d11b9599b28ed46067c7826a078862288e9,pausa,0.9709505944546686,0.13349943153106486,0.8665005684689351,3,2,0,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
240,027475ed0871a18a075d18b5f99065c37e4516995e4ffac36308908de84d13c3,stop,-0.0,-2.220446049250313e-16,1.0000000000000002,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
241,e967ad2d270819c0e2c846cc9f3569e5532e6e4e688b3c9a34cae24d32cd2027,pausa,1.5219280948873621,0.11600193686934068,0.8839980631306593,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
242,e205d491b339d65017db2aaabec3f8940e51b9eaccd10ae9920671a613170283,pausa,0.9709505944546686,0.07442133603071106,0.9255786639692889,2,0,3,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
243,c168a72c7fb2c6afa00f79341d7a6451743c6483370693b2213e870d8c8d7a20,pausa,1.3709505944546687,0.09646444113512298,0.903535558864877,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
244,16dfba87efb823f8f11ad5f43976c71aea6340474908838cd367522d0d3c9ce3,pausa,-0.0,0.029191710906889323,0.9708082890931106,0,0,5,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
245,eb104173ae9d4c4d8afaf7f3cd0616a9b3c1f5a2c0484d042a7b129561bffbb7,pausa,1.3709505944546687,0.19788019166891685,0.8021198083310832,1,3,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
246,960cb1531376846cc63bf081b850a483e5f0581fcdbc511555f965fdbe4f1eac,stop,0.7219280948873623,0.02235119423735461,0.9776488057626456,0,1,4,stop,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
247,13af74b742af8ea491bd07c2e9ee5a44ff189a7396b9dcd126a12b7d19336e3d,pausa,1.5219280948873621,1.0,0.0,2,2,1,play,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
248,90744435f823e50d2db65ec8b33d63fe5eb366d4337432eeb6b7efe3e0020680,pausa,1.5219280948873621,0.06956466222949009,0.9304353377705098,2,2,1,pausa,tfidf_lexical+svd_dense_local+pgvector_sql→rrf→rerank
